Nombre Entidad,NIT Entidad,Nivel,Orden,Municipio,Numero de Resolucion,Documento Contratista,Nombre Contratista,Numero de Contrato,Valor Sancion,Fecha de Publicacion,Fecha de Firmeza,Fecha de Cargue,Ruta de Proceso
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 1226 de febrero 11 de 2014,8604512531,CIVING INGENIEROS CONTRATISTAS S. EN C.,IDU-1767-2013,6217503,02/11/2014 12:00:00 AM,03/10/2014 12:00:00 AM,03/13/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618383
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION 148 DEL 20 DE ENERO DEL 2014,9005807031,UNION TEMPORAL VIAS LOCALIDADES,IDU-65-2012,1742670000,01/20/2014 12:00:00 AM,03/17/2014 12:00:00 AM,03/20/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618444
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 1487 del 1° de marzo de 2023.,900616686,ARDANUY COLOMBIA SAS,IDU-942-2017,246310072,03/01/2023 12:00:00 AM,09/21/2023 12:00:00 AM,10/02/2023 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=261811475
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 19279 de Marzo de 2015,79276624,OMAR ZAMBRANO PINZON,IDU-857-2013,3780000,03/19/2015 12:00:00 AM,04/21/2015 12:00:00 AM,05/04/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182124
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 202 de Enero de 2015,79276624,OMAR ZAMBRANO PINZON,IDU-857-2013,3780000,01/08/2015 12:00:00 AM,04/21/2015 12:00:00 AM,05/04/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182123
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 2098 de 2915,9004029921,CONSORCIO AVENIDA PRIMERA DE MAYO 2010,IDU-56-2010,39201625,01/15/2015 12:00:00 AM,04/10/2015 12:00:00 AM,04/22/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182067
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 2128 de 2015,8300104877,PABLO EMILIO BOCAREJO INGENIEROS CONSULTORES & CIA,IDU-43-2012,22450148,02/09/2015 12:00:00 AM,03/10/2015 12:00:00 AM,03/13/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181925
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 25415 de 2015,9006779613,CONSORCIO PAVIMENTOS GRUPO 5,IDU-1727-2013,0,04/10/2015 12:00:00 AM,04/13/2015 12:00:00 AM,04/17/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182047
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 25417 de 2015,9004029921,CONSORCIO AVENIDA PRIMERA DE MAYO 2010,IDU-56-2010,39201625,04/10/2015 12:00:00 AM,04/10/2015 12:00:00 AM,04/22/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182068
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 25651 de 2015,8604512531,CIVING INGENIEROS CONTRATISTAS S. EN C.,IDU-1840-2013,23607740,04/10/2015 12:00:00 AM,05/08/2015 12:00:00 AM,05/12/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182151
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCIÓN 26617 DE 2015,8002310218,I C M INGENIEROS S A,IDU-32-2011,485545718,04/14/2015 12:00:00 AM,06/19/2015 12:00:00 AM,06/22/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182303
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 29695 de 2015,9007662331,CONSORCIO ESPACIOS URBANOS 009,IDU-1275-2014,145271808,04/28/2015 12:00:00 AM,06/22/2015 12:00:00 AM,06/22/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182306
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 3031 Noviembre de 28 de Noviembre 2013,9005807031,UNION TEMPORAL VIAS LOCALIDADES,IDU-65-2012,798083333,11/28/2013 12:00:00 AM,04/02/2014 12:00:00 AM,04/23/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618547
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 3179 del 16 de Diciembre del 2013,8001460776,ASEOCOLBA S.A.,IDU-13-2012,83522412,12/16/2013 12:00:00 AM,06/04/2014 12:00:00 AM,02/04/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618161
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 3797 de 2015,8604512531,CIVING INGENIEROS CONTRATISTAS S. EN C.,IDU-1840-2013,23607740,01/22/2015 12:00:00 AM,05/08/2015 12:00:00 AM,05/12/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182150
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 44374 de 2015,9007662331,CONSORCIO ESPACIOS URBANOS 009,IDU-1275-2014,145271808,06/19/2015 12:00:00 AM,06/22/2015 12:00:00 AM,06/22/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182309
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCIÓN 444 DE 2015,9003070161,CONSORCIO CALLE 134,IDU-20-2009,1324414413,01/08/2015 12:00:00 AM,09/14/2015 12:00:00 AM,09/14/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182658
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION 46630 DE 2015,9007629538,CONSORCIO ESPACIOS URBANOS 008,IDU-795-2014,668102162,06/24/2015 12:00:00 AM,08/14/2015 12:00:00 AM,08/20/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182494
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION 5090 DE 2016,79398808,FERNANDO HERNANDEZ ALEMAN,IDU-1453-2014,3375000,04/29/2016 12:00:00 AM,05/02/2016 12:00:00 AM,05/05/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183494
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 5319 de 2016,9007662331,CONSORCIO ESPACIOS URBANOS 009,IDU-1275-2014,282643280,05/11/2016 12:00:00 AM,12/14/2016 12:00:00 AM,12/16/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184776
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION 56340 DE 2015,8301178967,CONSTRUCCIONES AR & S LTDA.,IDU-1947-2014,199070398,08/05/2015 12:00:00 AM,09/09/2015 12:00:00 AM,09/11/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182654
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION 56426 DE 2015,9007629538,CONSORCIO ESPACIOS URBANOS 008,IDU-795-2014,668102162,08/11/2015 12:00:00 AM,08/14/2015 12:00:00 AM,08/20/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182495
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION 58643 DE 2015,8301178967,CONSTRUCCIONES AR & S LTDA.,IDU-1947-2014,199070398,08/25/2015 12:00:00 AM,09/09/2015 12:00:00 AM,09/11/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182655
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 61909 de 2015,12130663,LUIS ENRIQUE OLAYA ALBA,IDU-553-2015,4620000,10/09/2015 12:00:00 AM,04/29/2016 12:00:00 AM,05/02/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183461
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION 63683 DE 2015,79398808,FERNANDO HERNANDEZ ALEMAN,IDU-1453-2014,3375000,11/10/2015 12:00:00 AM,05/02/2016 12:00:00 AM,05/05/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183493
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 64446 de 2015CONSORCIO LA SIRENA 2014,9007789885,CONSORCIO LA SIRENA 2014,IDU-1654-2014,2160736238,11/24/2015 12:00:00 AM,09/30/2016 12:00:00 AM,10/05/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184275
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 7635 de 2016,9005805977,CONSORCIO AG - 14,IDU-49-2012,61931152,07/26/2016 12:00:00 AM,07/28/2016 12:00:00 AM,08/02/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183914
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 7644 de 2016,9007662331,CONSORCIO ESPACIOS URBANOS 009,IDU-1275-2014,282643280,07/26/2016 12:00:00 AM,12/14/2016 12:00:00 AM,12/16/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184777
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 7688 de 2016,9005805977,CONSORCIO AG - 14,IDU-49-2012,61931152,07/28/2016 12:00:00 AM,07/28/2016 12:00:00 AM,08/02/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183915
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION 7855 DE 2016,8300054440,CIVILTEC INGENIEROS LTDA,IDU-1856-2013,0,08/02/2016 12:00:00 AM,08/03/2016 12:00:00 AM,08/04/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26183937
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 81 del 14 de Enero del 2014,8300104877,PABLO EMILIO BOCAREJO INGENIEROS CONSULTORES & CIA,IDU-43-2012,72139735,01/14/2014 12:00:00 AM,03/05/2014 12:00:00 AM,03/06/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618303
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION 89212 DE 2014,9003070161,CONSORCIO CALLE 134,IDU-20-2009,1324414413,10/16/2014 12:00:00 AM,09/14/2015 12:00:00 AM,09/14/2015 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26182657
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,Resolución 9294 de 2016,9002589132,COLOMBO HISPANICA LTDA.,IDU-69-2008,269543933,10/06/2016 12:00:00 AM,10/26/2016 12:00:00 AM,11/02/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184435
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,resolución 9763 de 2016,9002589132,COLOMBO HISPANICA LTDA.,IDU-69-2008,269543933,10/25/2016 12:00:00 AM,11/26/2016 12:00:00 AM,11/02/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184436
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCIÓN N° 005260 DE 2018,9000453558,CIVILE S.A.S,IDU-936-2016,58725959,11/09/2018 12:00:00 AM,12/11/2018 12:00:00 AM,12/12/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187917
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION NUMERO 001025 DE 2018,8300414110,CONSULTORIA Y CONSTRUCCION S.A.S. - CON  & CON S.A,IDU-1246-2014,1211719104,03/21/2018 12:00:00 AM,04/23/2018 12:00:00 AM,05/04/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187096
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCIÓN NUMERO 001293 DE 2019,901116801,UNION TEMPORAL INTEGRAL - ESFINANZAS,IDU-1347-2017,547001490,03/29/2019 12:00:00 AM,06/18/2019 12:00:00 AM,06/20/2019 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26188600
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION NUMERO 001313 DE 2018,9006050184,CONSORCIO MANTENIMIENTO 109,IDU-759-2013,2217885636,04/13/2018 12:00:00 AM,09/20/2018 12:00:00 AM,09/26/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187656
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION NUMERO 002793 DE 2018,9001357715,LOCKERS COLOMBIA S.A.S.,IDU-299-2015,75827552,06/28/2018 12:00:00 AM,07/30/2018 12:00:00 AM,08/01/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187358
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION NUMERO 003163 DE 2017,9000588698,IO INGENIERIA LTDA,IDU-1809-2014,29724991,06/21/2017 12:00:00 AM,06/22/2017 12:00:00 AM,06/23/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26185795
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION NUMERO 004690 DE 2017,8300414110,CONSULTORIA Y CONSTRUCCION S.A.S. - CON  & CON S.A,IDU-1246-2014,156808190,10/13/2017 12:00:00 AM,10/13/2017 12:00:00 AM,10/30/2017 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26186235
BOGOTÁ D.C. - IED. ANTONIO GARCIA,No Definido,TERRITORIAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,CMC-CAG-2014-001,19401103,VICTOR MANUEL GARCIA,001,0,01/17/2014 12:00:00 AM,01/17/2014 12:00:00 AM,06/05/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618767
BOGOTÁ D.C. - IED. ANTONIO GARCIA,No Definido,TERRITORIAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,CMC-CAG-2014-002,79285823,AUGUSTO RIVERA HERNANDEZ,002,0,01/15/2014 12:00:00 AM,01/15/2014 12:00:00 AM,06/05/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618768
BOGOTÁ D.C. - IED. ANTONIO GARCIA,No Definido,TERRITORIAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,CMC-CAG-2014-003,51876509,NILA RENDON BERNAL,003,0,01/24/2014 12:00:00 AM,01/24/2014 12:00:00 AM,06/05/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618771
BOGOTÁ D.C. - IED. ANTONIO GARCIA,No Definido,TERRITORIAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,CMC-CAG-2014-005,21236185,FAISOLY DURAN DE ALVAREZ,005,0,01/24/2014 12:00:00 AM,01/24/2014 12:00:00 AM,06/05/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618772
BOGOTÁ D.C. - IED. ANTONIO GARCIA,No Definido,TERRITORIAL,NACIONAL DESCENTRALIZADO,Bogotá D.C.,CMC-CAG-2014-006,52100515,LUZ DARY VARON CORDOBA,006,0,01/20/2014 12:00:00 AM,01/20/2014 12:00:00 AM,06/05/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618773
BOGOTÁ D.C. - IED. HELADIA MEJIA,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,01,51674498,AUDREY TORRES YACUMA,01,492953,01/23/2014 12:00:00 AM,01/23/2014 12:00:00 AM,08/13/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181018
BOGOTÁ D.C. - IED. HELADIA MEJIA,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,03,830093880,TURIEXPRESS LTDA.,13,869000,05/19/2014 12:00:00 AM,05/19/2014 12:00:00 AM,08/13/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181019
BOGOTÁ D.C. - IED. HELADIA MEJIA,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,09,80364201,OMAR DE JESUS GONZALEZ TALERO,19,980000,01/23/2014 12:00:00 AM,01/23/2014 12:00:00 AM,08/13/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26181020
BOGOTÁ D.C. - IED. LA CHUCUA,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,ACUERDO N. 011 DEL 31 DE JULIO DE 2014,8300426903,COLEGIO LA CHUCUA IED,ACUERDO N. 011,1,07/31/2014 12:00:00 AM,07/31/2014 12:00:00 AM,07/31/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618960
BOGOTÁ D.C. - IED. SOTAVENTO,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,CMC-CS-001-2014,52488996,LILIA MARSELA SUAREZ SUAREZ,001,0,01/23/2014 12:00:00 AM,01/23/2014 12:00:00 AM,06/17/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618818
BOGOTÁ D.C. - IED. SOTAVENTO,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,CMC-CS-002-2014,79285823,AUGUSTO RIVERA HERNANDEZ,002,0,01/24/2014 12:00:00 AM,01/24/2014 12:00:00 AM,06/17/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618819
BOGOTÁ D.C. - IED. SOTAVENTO,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,CMC-CS-003-2014,80730180,JOHN ROBERTSON GRANADOS AYALA,003,0,01/23/2014 12:00:00 AM,01/23/2014 12:00:00 AM,06/17/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618820
BOGOTÁ D.C. - IED. SOTAVENTO,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,CMC-CS-004-2014,79547933,JORGE ARISTIZABAL,004,0,01/17/2014 12:00:00 AM,01/17/2014 12:00:00 AM,06/17/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618821
BOGOTÁ D.C. - IED. SOTAVENTO,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,CMC-CS-005-2014,52100515,LUZ DARY VARON,005,0,01/17/2014 12:00:00 AM,01/17/2014 12:00:00 AM,06/17/2014 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=2618822
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE PARTICIPACION Y ACCION COMUNAL,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION 399 DE 2016,13069405,CAMILO ANDRES AVILA TRIANA,017-2016,570000,12/14/2016 12:00:00 AM,12/14/2016 12:00:00 AM,12/21/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184797
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE PARTICIPACION Y ACCION COMUNAL,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION 423 DE 2016,1075219157,JOSE RENE ROMERO JIMENEZ,026-2016,673334,12/28/2016 12:00:00 AM,12/28/2016 12:00:00 AM,12/29/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184840
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE PARTICIPACION Y ACCION COMUNAL,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION 427 DE 2016,51840613,MARTHA CECILIA DELGADO OROZCO,156 DE 2015,1505000,12/28/2016 12:00:00 AM,12/28/2016 12:00:00 AM,12/29/2016 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26184839
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,050,900920088-1,CONSORCIO PARQUES RINCON SUBA,3873 DE 2015,9673884,02/06/2018 12:00:00 AM,02/14/2018 12:00:00 AM,05/17/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187157
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,064,900920088-1,CONSORCIO PARQUES RINCON SUBA,3873 DE 2015,9673884,02/14/2018 12:00:00 AM,02/14/2018 12:00:00 AM,05/17/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187159
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,129,901108556,CONSORCIO ROLLER SKATE,IDRD-CTO-2799-2017,2787926,03/13/2018 12:00:00 AM,03/13/2018 12:00:00 AM,05/17/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187160
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,247,901142162,CONSORCIO INTERPARQUE,IDRD-CTO-3261-2017,8396430,05/08/2018 12:00:00 AM,05/08/2018 12:00:00 AM,05/17/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187158
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,336-2018,79203181,ORLANDO SEPULVEDA CELY,IDRD-CTO-2902-2017,337036275,06/19/2018 12:00:00 AM,07/09/2018 12:00:00 AM,07/12/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187277
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,723-2018,900920088-1,CONSORCIO PARQUES RINCON SUBA,3873 DE 2015,1521523148,10/19/2018 12:00:00 AM,10/19/2018 12:00:00 AM,10/25/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187757
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION  173-2018,900920088-1,CONSORCIO PARQUES RINCON SUBA,3873 DE 2015,96738844,04/05/2018 12:00:00 AM,04/05/2018 12:00:00 AM,07/17/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187296
BOGOTÁ D.C. - IDU,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION NUMERO 005538 DE 2017,9009206785,CONSORCIO CICLO116MP,IDU-1828-2015,43978915,10/24/2017 12:00:00 AM,04/16/2018 12:00:00 AM,05/03/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187095
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION  204 Y 241-2018,9011137642,CONSORCIO BUENAVISTA INGENIERIA,2889-2017,175886108,04/23/2018 12:00:00 AM,05/02/2018 12:00:00 AM,08/15/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187457
BOGOTÁ D.C. - INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,No Definido,TERRITORIAL,DISTRITO CAPITAL,Bogotá D.C.,RESOLUCION  313 Y 325 2018,9010393303,CONSORCIO CADA URBAN IDRD 018,4196-2016,14177091,06/06/2018 12:00:00 AM,06/08/2018 12:00:00 AM,08/15/2018 12:00:00 AM,https://www.contratos.gov.co/consultas/detalleProcesoAACS.do?numProcAACS=26187456
